Date,Location,Turbidity (RFU),Phosphate (mg/L),"Nitrate, Mid-Range (mg/L)","Nitrate, High-Range (mg/L)",pH,Alkalinity (mg/L CaCO3),Silica (mg/L),Iron (mg/L),Ammonia (mg/L),ORP,Initials,Notes
2018-11-08,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2018-11-15,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2018-11-18,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMT,NA
2018-11-20,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL, KM",NA
2018-11-30,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AB, KL",NA
2018-12-01,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2018-12-06,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KM, FL",NA
2018-12-07,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2018-12-13,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2018-12-21,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-01-03,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KM, FL",NA
2019-01-19,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-01-25,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-01-31,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-02-01,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-02-21,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-02-28,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-03-01,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-03-07,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-03-14,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-03-21,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-03-22,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-03-28,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-04-04,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-04-11,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-04-18,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-04-25,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-05-02,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-05-17,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-05-31,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KM, LC, ES",NA
2019-06-07,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ES,NA
2019-06-11,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JT, KM, DT",NA
2019-06-14,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC, KM",NA
2019-06-18,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JT, KM",NA
2019-06-21,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC, JT",NA
2019-06-25,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-06-28,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LC, JT",NA
2019-07-02,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-07-05,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-07-09,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-07-12,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA
2019-07-16,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-07-19,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA
2019-07-23,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-07-26,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-07-30,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-08-02,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JT,NA
2019-08-09,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-08-16,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA
2019-08-23,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-09-06,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-09-13,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-09-20,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-09-27,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-10-17,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2019-10-25,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-11-01,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-11-08,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-11-15,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-11-22,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-11-27,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-12-20,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2019-12-27,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-01-03,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-01-10,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-01-17,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-01-24,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-01-31,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-02-07,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-02-14,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-02-21,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-02-28,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-03-06,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-03-13,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-03-20,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL/KM,NA
2020-03-28,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-04-03,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-04-10,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-04-17,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-04-25,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-05-01,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-05-08,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-05-15,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-05-22,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL/KM,NA
2020-05-29,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL/KM,NA
2020-06-05,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-06-12,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-06-19,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-06-26,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-07-03,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-07-10,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-07-17,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-07-24,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-07-28,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-07-31,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-08-07,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM,NA
2020-08-14,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-08-21,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-08-28,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-09-04,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL,NA
2020-09-11,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL & DMT,NA
2020-09-18,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KM, BS & DMT",NA
2020-09-25,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KM/BS,NA
2020-10-02,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BS,NA
2020-10-09,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BS,NA
2020-10-16,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BS,NA
2020-10-23,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BS,NA
2020-10-30,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BS,NA
2020-11-06,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BS,NA
2020-11-13,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,KL?,NA
2020-11-20,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BS,NA
2020-11-27,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BS,NA
2020-12-04,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BS,NA
2020-12-11,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BS,NA
2020-12-18,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMT,NA
2020-12-25,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DMT,NA
2021-01-01,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DMT,MR",NA
2021-01-08,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BS,MR,DMT",NA
2021-01-15,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BS, MR",NA
2021-01-22,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MR,NA
2021-01-29,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BS, MR",NA
2021-02-05,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BS, MR",NA
2021-02-12,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BS, MR, KM",NA
2021-02-19,Raceway 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BS, MR",NA
2021-03-05,Raceway 2,7,0.3,1,1.1,8.26,180,NA,0.025,NA,NA,BS,NA
2021-03-12,Raceway 2,5,0.16,1.2,1.3,8.27,189,NA,0.022,NA,NA,MR,NA
2021-03-19,Raceway 2,8,0.15,1.8,1.7,8.31,200,NA,0.019,NA,NA,MR,NA
2021-03-26,Raceway 2,2,0.11,1.9,2.1,8.28,194,NA,0.038,NA,NA,"MR, BS",NA
2021-04-02,Raceway 2,0,0.32,2,2.5,8.42,183,NA,0.02,NA,NA,BS,NA
2021-04-09,Raceway 2,5,0.17,1.7,2.7,8.29,206,NA,0.015,NA,NA,"BS, MR",NA
2021-04-16,Raceway 2,2,0.23,1.5,1.7,8.21,178,NA,0.003,NA,NA,"BS, MR, KM",NA
2021-04-23,Raceway 2,4,0.13,1.8,1.9,8.19,174,NA,0.026,NA,NA,"MR, KM",NA
2021-04-30,Raceway 2,4,0.12,1.7,1.9,8.21,173,NA,0.013,NA,NA,"BS, MR, KM",NA
2021-05-07,Raceway 2,0,0.11,1.9,2.1,8.26,160,NA,0.003,NA,NA,"MR, BS",NA
2021-05-14,Raceway 2,2,0.03,1,0.7,8.23,110,NA,0,NA,NA,"km,bs",NA
2021-05-21,Raceway 2,8,0.02,1.8,1.9,8.18,112,NA,0.004,NA,NA,MR,NA
2021-05-28,Raceway 2,0,0.07,1.9,2.3,8.21,100,NA,0.007,NA,NA,MR,NA
2021-06-04,Raceway 2,0,0.14,2,2.7,8.06,103,NA,0,NA,NA,"MR,BS",NA
2021-06-11,Raceway 2,0,0.07,1.8,3.4,8.1,100,NA,0.005,NA,NA,BS,NA
2021-06-18,Raceway 2,0,0.3,1.5,1.4,8.08,103,NA,NA,NA,NA,"BS, MR, DS",NA
2021-06-25,Raceway 2,0,0.08,2.2,2.8,8.07,119,NA,0.006,NA,NA,"BS,KM,DS",NA
2021-07-02,Raceway 2,0,0.07,2,2.7,8.08,105,NA,0.028,NA,NA,"BS, KM",NA
2021-07-09,Raceway 2,5,0.24,2.2,3.4,7.99,99,NA,0.003,NA,NA,"BS, MR, DS",NA
2021-07-16,Raceway 2,0,0.02,2.2,2,7.99,99,NA,0.005,NA,NA,"MR,DS",NA
2021-07-23,Raceway 2,0,0.29,2.3,2.7,8.02,95,NA,0.019,NA,NA,"MR, DS",NA
2021-07-30,Raceway 2,1,0.07,1.9,1.7,8.02,96,NA,0.006,NA,NA,MR,NA
2021-08-06,Raceway 2,0,0.05,1.8,2.2,8.01,109,NA,0,NA,NA,"MR, KM",NA
2021-08-13,Raceway 2,0,0.07,1.8,2.5,8.01,102,NA,0.022,NA,NA,MR,NA
2021-08-20,Raceway 2,0,0.08,2,3,8.02,88,NA,0.024,NA,NA,"MR, DS",NA
2021-08-27,Raceway 2,0,0.12,2.2,2.2,8.06,98,NA,0.002,NA,NA,"MR, DS",NA
2021-09-03,Raceway 2,0,0.05,1.2,1.1,8.02,94,NA,0.029,NA,NA,"MR, DS",NA
2021-09-10,Raceway 2,0,0.06,1.8,2,8.02,107,NA,0.009,NA,NA,"MR, DS",NA
2021-09-17,Raceway 2,0,0.14,1.5,1.7,7.97,101,NA,0.004,NA,NA,"MR, DS",NA
2021-09-24,Raceway 2,0,0.09,1.6,1.9,7.96,105,NA,0,NA,NA,"MR, DS",NA
2021-10-01,Raceway 2,0,0.07,1.9,2.2,8.02,88,NA,0.006,NA,NA,"MR, DS",NA
2021-10-08,Raceway 2,0,0.1,2,2.5,NA,86,NA,0.009,NA,NA,"MR, KM",NA
2021-10-15,Raceway 2,0,0.07,1.4,1.5,7.93,88,NA,0,NA,NA,"MR, DS",NA
2021-10-22,Raceway 2,0,0.08,1.3,2.2,7.96,90,NA,0.006,NA,NA,"MR, DS",NA
2021-10-29,Raceway 2,0,0.03,1.2,1.7,7.97,97,NA,0.01,NA,NA,"MR, DS",NA
2021-11-05,Raceway 2,0,0.11,1.3,1.9,7.92,93,NA,0,NA,NA,"MR, DS",NA
2021-11-12,Raceway 2,0,0.12,1.4,1.5,7.93,94,NA,0.004,NA,NA,MR,NA
2021-11-19,Raceway 2,1,0.05,1.6,2.1,7.91,91,NA,0.009,NA,NA,DS,NA
2021-11-26,Raceway 2,0,0.03,1.1,2.1,7.89,90,NA,0.006,NA,NA,DS,NA
2021-12-03,Raceway 2,2,0.01,1.1,1.5,7.9,87,NA,0.008,NA,NA,DS,NA
2021-12-10,Raceway 2,0,0,1.3,0.7,7.87,88,1.58,0,NA,NA,DS,NA
2021-12-17,Raceway 2,0,0.15,0.8,0.4,7.91,82,0.34,0.017,NA,NA,DS,NA
2021-12-24,Raceway 2,0,0,1,0.9,7.89,85,0.1,0,NA,NA,DS,NA
2021-12-31,Raceway 2,0,0,0.8,1.4,7.95,83,0.02,0,NA,NA,DT,NA
2022-01-07,Raceway 2,0,0.28,0.9,1,7.9,78,0.18,0,NA,NA,DS,NA
2022-01-14,Raceway 2,5,0.11,0.9,1.7,7.87,80,0.19,0.01,NA,NA,DS,NA
2022-01-21,Raceway 2,1,0.02,1.1,1.3,7.9,80,0.16,0.012,NA,NA,DS,NA
2022-01-28,Raceway 2,0,0.08,0.9,0.8,7.89,90,0.19,0.023,NA,NA,"DS, RG, LC",NA
2022-02-04,Raceway 2,2,0.07,0.9,1.1,7.93,85,0.13,0,NA,NA,"DS, RG, LC",NA
2022-02-11,Raceway 2,0,0.09,0.8,0.9,7.88,80,NA,0.005,NA,NA,"DS, RG, LG",NA
2022-02-18,Raceway 2,0,0.03,1,1.2,7.88,81,NA,0.003,NA,NA,"DS, LC",NA
2022-02-25,Raceway 2,0,0,0.7,1.3,7.92,82,0.16,0.007,NA,NA,"DS, LC",NA
2022-03-04,Raceway 2,0,0.14,1.1,0.5,7.81,80,0.03,0.047,NA,NA,LC,NA
2022-03-11,Raceway 2,0,0,0.9,1,7.92,77,0.13,0.009,NA,NA,"DS, LC",NA
2022-03-18,Raceway 2,0,0,1,1.8,7.91,74,0.37,0.005,NA,NA,"LC, ED",NA
2022-03-25,Raceway 2,0,0.07,0.7,1.4,7.91,81,0.23,0.014,NA,NA,"LC, DS",NA
2022-04-01,Raceway 2,0,0,0.9,2,7.86,80,0.08,0.008,NA,NA,"LC, DS, RG",NA
2022-04-08,Raceway 2,0,0,1.3,2.1,7.87,73,0.22,0,NA,NA,"LC, DS",NA
2022-04-15,Raceway 2,4,0,1.2,1,7.85,79,0.16,0,NA,NA,LC,NA
2022-04-22,Raceway 2,0,0.03,1.4,1.3,7.9,77,0,0.024,NA,NA,"LC, DS",NA
2022-04-29,Raceway 2,0,0.04,1.2,1.9,7.9,75,0.23,0.014,NA,NA,"LC, DS",NA
2022-05-06,Raceway 2,0,0.02,2,2.2,7.88,83,0.21,0.003,NA,NA,"LC, DS",NA
2022-05-13,Raceway 2,0,0.04,1.4,1.8,7.85,72,0.13,0.012,NA,NA,LC,NA
2022-05-20,Raceway 2,0,0.06,1.5,1.7,7.83,82,0.11,0,NA,NA,"LC, DS",NA
2022-05-27,Raceway 2,0,0.05,1.4,1.8,7.76,73,0.25,0.007,NA,NA,"LC, DS",NA
2022-06-10,Raceway 2,0,0.02,1.8,2.03,NA,87,0.23,0.01,NA,NA,"RG, LC, SK",NA
2022-06-17,Raceway 2,0,0.07,2.5,1.37,7.83,84,0.12,0.011,NA,NA,"DS, AE, LC",NA
2022-06-24,Raceway 2,0,0,1.83,2.3,7.73,80,0.14,0.003,NA,NA,"DS, AE, LC",NA
2022-07-01,Raceway 2,0,0.1,NA,NA,7.73,86,0.21,0.013,NA,NA,"DS, AE",NA
2022-07-08,Raceway 2,0,NA,NA,NA,7.8,98,0.15,0.039,NA,NA,"LC, AE",NA
2022-07-15,Raceway 2,0,NA,NA,NA,7.78,90,0.37,0.002,NA,NA,"AE, DS",NA
2022-07-22,Raceway 2,0,NA,NA,NA,7.76,82,0.14,0.019,NA,NA,"AE, DS",NA
2022-07-29,Raceway 2,0,0,NA,NA,7.73,94,0.13,0.002,NA,NA,AE,NA
2022-08-05,Raceway 2,2,0.02,1.47,1.93,7.81,82,0.13,0.009,NA,NA,"AE, DS",NA
2022-08-12,Raceway 2,0,0.09,1.7,2.5,7.76,73,0.14,0.003,NA,NA,"AE, DS",NA
2022-08-26,Raceway 2,0,0.06,1.63,1.8,7.89,81,0,0,NA,NA,"LC, AW",NA
2022-09-02,Raceway 2,0,0,1.6,2.2,7.79,91,1.69,0.026,NA,NA,"DS, AW",NA
2022-09-09,Raceway 2,0,0.09,1.9,3.2,7.82,71,NA,0.022,NA,NA,"DS, LC",NA
2022-09-16,Raceway 2,0,0.13,2.4,3,7.8,70,NA,0.019,NA,NA,DS,NA
2022-09-23,Raceway 2,0,0.08,2.3,1.77,7.83,81,NA,0.066,NA,NA,"DS, LC, JH",NA
2022-09-30,Raceway 2,0,0.01,2.2,3.4,7.92,124,NA,0.005,NA,NA,"DS, LC",NA
2022-10-03,Raceway 2,0,0.06,2,2.8,NA,124,NA,NA,0,NA,RG,NA
2022-10-07,Raceway 2,0,0.07,2.43,3.3,7.89,125,NA,0.006,NA,NA,"DS, JH",NA
2022-10-14,Raceway 2,0,0.04,1.9,3.2,7.93,135,NA,0.023,NA,NA,"DS, JH",NA
2022-10-25,Raceway 2,0,0.03,1.2,1.4,NA,91,NA,NA,0,NA,RG,NA
2022-10-28,Ocean,0,0.07,1.1,1.1,7.96,105,1.6,0.17,NA,NA,"LC, JH",NA
2022-10-28,Mangroves,17,0.57,1.2,0.8,NA,NA,NA,NA,NA,NA,"LC, JH",NA
2022-10-28,Raceway 1,0,0.09,1.5,2.3,7.83,80,0.2,0,NA,NA,"LC, JH",NA
2022-10-28,Raceway 2,0,0.03,0.8,1.6,7.82,84,1.6,0.014,NA,NA,"LC, JH",NA
2022-11-04,Ocean,2,0,1.27,1.67,7.97,104.5,1.6,0,NA,NA,"DS, JH",NA
2022-11-04,Mangroves,14,0.58,1.1,1.57,8.03,627,NA,NA,NA,NA,"DS, JH",NA
2022-11-04,Raceway 1,0,0.03,1.3,2.63,7.84,93,0.11,0,NA,NA,"DS, JH",NA
2022-11-04,Raceway 2,2,0.05,1.33,0.3,7.86,76,1.6,0.003,NA,NA,"DS, JH",NA
2022-11-08,Raceway 1,0,0.05,1.1,1.3,NA,95,NA,NA,0.02,NA,RG,NA
2022-11-08,Raceway 2,0,0.04,1.2,1.4,NA,77,NA,NA,0,NA,RG,NA
2022-11-11,Ocean,1,0.07,0.5,0.7,7.96,123,0.04,NA,0.05,NA,SK,NA
2022-11-11,Mangroves,15,0.47,1,1.2,7.96,652,NA,NA,NA,NA,SK,NA
2022-11-11,Raceway 1,0,0.08,0.4,0.6,7.87,98,0,NA,0.08,NA,SK,NA
2022-11-11,Raceway 2,0,0.04,1,0.5,7.85,80,0,NA,0.03,NA,SK,NA
2022-11-18,Ocean,0,0.07,0.93,1.43,7.96,127,1.6,0.027,NA,NA,"DS, JH",NA
2022-11-18,Mangroves,8,0.46,0.83,0.57,NA,NA,NA,NA,NA,NA,"DS, JH",NA
2022-11-18,Raceway 1,0,0,0.7,0.7,7.88,97,0.08,0.008,NA,NA,"DS, JH",NA
2022-11-18,Raceway 2,0,0.02,1.03,1.43,7.82,66,1.82,0.012,NA,NA,"DS, JH",NA
2022-11-22,Raceway 1,0,0.05,0.9,1.5,NA,93,NA,NA,0,NA,RG,NA
2022-11-22,Raceway 2,0,0.03,1.1,1.6,NA,76,NA,NA,0,NA,RG,NA
2022-11-25,Ocean,0,0.08,0.9,1.1,7.98,107,1.6,0.065,NA,NA,LC,NA
2022-11-25,Mangroves,20,0.59,1,0,NA,NA,NA,NA,NA,NA,LC,NA
2022-11-25,Raceway 1,0,0.02,1.2,1.9,7.83,90,0.23,0.02,NA,NA,LC,NA
2022-11-25,Raceway 2,0,0.02,1.5,2.1,7.83,73,1.77,0.016,NA,NA,LC,1. pH probe won't calibrate; 2. R2 after water change
2022-11-29,Raceway 1,0,0.13,1,1.7,NA,84,NA,NA,0.03,NA,LC,NA
2022-11-29,Raceway 2,0,0.07,1.1,1.7,NA,75,NA,NA,0.03,NA,LC,Live rock ammonia: 0.03
2022-12-02,Ocean,0,0.04,1.1,1.48,7.93,134,1.6,0.006,NA,NA,"DS, JH",NA
2022-12-02,Mangroves,16,0.5,0.93,1.03,8.02,613,NA,NA,NA,NA,"DS, JH",NA
2022-12-02,Raceway 1,0,0,2.6,1.4,7.78,104.5,0.49,0.017,NA,NA,"DS, JH",NA
2022-12-02,Raceway 2,0,0.09,0.93,0.07,7.83,83,1.72,0.01,NA,NA,"DS, JH",NA
2022-12-06,Raceway 1,0,0.01,0.9,1.7,NA,99,NA,NA,0,NA,RG,NA
2022-12-06,Raceway 2,0,0.07,1.3,2,NA,112,NA,NA,0,NA,RG,NA
2022-12-09,Ocean,0,0.11,0.9,1.4,7.87,108,1.6,0.016,NA,NA,LC,NA
2022-12-09,Mangroves,19,0.71,0.9,0.5,NA,NA,NA,NA,NA,NA,LC,NA
2022-12-09,Raceway 1,0,0.04,1.1,1.6,7.83,89,0.12,0.002,NA,NA,LC,NA
2022-12-09,Raceway 2,0,0.03,1.3,2.2,7.92,119,1.65,0.008,NA,NA,LC,NA
2022-12-13,Raceway 1,0,0.04,0.9,1.8,NA,94,NA,NA,0.01,NA,LC,NA
2022-12-13,Raceway 2,0,0.08,1,1.3,NA,113,NA,NA,0.04,NA,LC,NA
2022-12-17,Ocean,0,0.08,0.8,1.4,7.92,119,1.6,0,NA,NA,LC,NA
2022-12-17,Mangroves,12,0.7,0.6,0.6,NA,NA,NA,NA,NA,NA,LC,NA
2022-12-17,Raceway 1,NA,NA,NA,NA,7.83,NA,0.19,0.006,NA,NA,LC,NA
2022-12-17,Raceway 2,NA,NA,NA,NA,7.87,NA,1.14,0.002,NA,NA,LC,NA
2022-12-20,Raceway 1,0,0.03,0.8,1,NA,107,NA,NA,0,NA,RG,NA
2022-12-20,Raceway 2,0,0,0.9,1.2,NA,114,NA,NA,0,NA,RG,NA
2022-12-23,Ocean,0,0.13,0.9,0.6,7.91,137,1.6,0.011,NA,NA,"DS, LC",NA
2022-12-23,Mangroves,22,0.79,1.4,6.5,NA,NA,NA,NA,NA,NA,"DS, LC",NA
2022-12-23,Raceway 1,0,0,1,1.5,7.82,107,0.17,0.006,NA,NA,"DS, LC",NA
2022-12-23,Raceway 2,0,0.03,1.3,1.6,7.85,114,0.75,0.008,NA,NA,"DS, LC",NA
2022-12-30,Ocean,0,0,1,1.2,7.86,133,1.6,0.005,NA,NA,"RG, LC",NA
2022-12-30,Mangroves,29,0.58,1.1,1.2,NA,NA,NA,NA,NA,NA,"RG, LC",NA
2022-12-30,Raceway 1,0,0.04,1.2,1.1,7.8,114,0.18,0.014,NA,NA,"RG, LC",NA
2022-12-30,Raceway 2,0,0.01,1.3,1.5,7.83,115,0.83,0.017,NA,NA,"RG, LC",NA
2023-01-06,Ocean,0,0.09,0.9,1.6,7.85,136,1.6,0.003,NA,NA,LC,NA
