year,month,variable,mean,median,std,IQR,min,max
2018,July,temp_f,77.88,77.28,1.27,2.53,76.04,79.87
2018,July,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2018,July,total_algae_rfu,0,0,0,0,0,0
2018,July,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2018,August,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2018,August,chlorophyll_ugL,0,0,0,0,0,0
2018,August,conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,August,do_local_percent,NA,NA,NA,NA,NA,NA
2018,August,do_mgL,NA,NA,NA,NA,NA,NA
2018,August,do_saturated_percent,NA,NA,NA,NA,NA,NA
2018,August,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,August,orp_mV,NA,NA,NA,NA,NA,NA
2018,August,pH,NA,NA,NA,NA,NA,NA
2018,August,pH_mV,NA,NA,NA,NA,NA,NA
2018,August,salinity_psu,NA,NA,NA,NA,NA,NA
2018,August,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,August,temp_c,NA,NA,NA,NA,NA,NA
2018,August,temp_f,79.17,79.14,0.57,0.9,77.84,80.21
2018,August,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2018,August,total_algae_rfu,0,0,0,0,0,0
2018,August,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2018,September,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2018,September,chlorophyll_ugL,0,0,0,0,0,0
2018,September,conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,September,do_local_percent,NA,NA,NA,NA,NA,NA
2018,September,do_mgL,NA,NA,NA,NA,NA,NA
2018,September,do_saturated_percent,NA,NA,NA,NA,NA,NA
2018,September,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,September,orp_mV,NA,NA,NA,NA,NA,NA
2018,September,pH,NA,NA,NA,NA,NA,NA
2018,September,pH_mV,NA,NA,NA,NA,NA,NA
2018,September,salinity_psu,NA,NA,NA,NA,NA,NA
2018,September,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,September,temp_c,NA,NA,NA,NA,NA,NA
2018,September,temp_f,77.29,77.34,0.56,0.79,75.93,78.52
2018,September,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2018,September,total_algae_rfu,0,0,0,0,0,0
2018,September,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2018,October,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2018,October,chlorophyll_ugL,13.15,0,21.8,23.4,0,84.8
2018,October,conductivity_uScm,44679.46,44637.5,186.39,168.75,44306.25,45231.25
2018,October,do_local_percent,NA,NA,NA,NA,NA,NA
2018,October,do_mgL,NA,NA,NA,NA,NA,NA
2018,October,do_saturated_percent,92.75,92,2.7,4.5,89,98.5
2018,October,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,October,orp_mV,774.4,774,8.55,14,752,794
2018,October,pH,8.3,8.3,0.05,0.05,8.19,8.37
2018,October,pH_mV,NA,NA,NA,NA,NA,NA
2018,October,salinity_psu,31.45,31.44,0.06,0.06,31.38,31.6
2018,October,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,October,temp_c,21.17,21.14,0.15,0.14,20.91,21.65
2018,October,temp_f,71.03,70.19,1.48,1.97,69.41,75.2
2018,October,total_algae_cellsL,285.51,287.2,81.42,103.9,57.2,518.4
2018,October,total_algae_rfu,0,0,0,0,0,0
2018,October,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2018,November,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2018,November,chlorophyll_ugL,26.3,0,41.99,41.15,0,154.6
2018,November,conductivity_uScm,45540.09,45525,1591.86,3306.25,43500,47993.75
2018,November,do_local_percent,NA,NA,NA,NA,NA,NA
2018,November,do_mgL,NA,NA,NA,NA,NA,NA
2018,November,do_saturated_percent,NA,NA,NA,NA,NA,NA
2018,November,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,November,orp_mV,800.92,808,14.24,26,772,828
2018,November,pH,8.35,8.34,0.03,0.03,8.28,8.41
2018,November,pH_mV,NA,NA,NA,NA,NA,NA
2018,November,salinity_psu,31.4,31.41,0.07,0.08,31.25,31.49
2018,November,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,November,temp_c,22.22,22.16,1.74,3.59,20.01,24.86
2018,November,temp_f,73.08,74.08,3.32,7.26,67.94,77.39
2018,November,total_algae_cellsL,284.75,277.2,80.69,103,82.3,558.4
2018,November,total_algae_rfu,0,0,0,0,0,0
2018,November,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2018,December,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2018,December,chlorophyll_ugL,6,0,7.24,12.88,0,22.6
2018,December,conductivity_uScm,45178.23,45175,270.51,343.75,44500,46000
2018,December,do_local_percent,NA,NA,NA,NA,NA,NA
2018,December,do_mgL,NA,NA,NA,NA,NA,NA
2018,December,do_saturated_percent,NA,NA,NA,NA,NA,NA
2018,December,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,December,orp_mV,799.42,800,9.52,12,770,820
2018,December,pH,8.24,8.25,0.06,0.09,8.09,8.37
2018,December,pH_mV,NA,NA,NA,NA,NA,NA
2018,December,salinity_psu,31.08,31.06,0.07,0.08,31,31.31
2018,December,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2018,December,temp_c,22.19,22.21,0.22,0.29,21.63,22.84
2018,December,temp_f,71.92,71.94,0.36,0.51,71.04,72.95
2018,December,total_algae_cellsL,346.89,341.6,74.51,96.8,165.8,597.6
2018,December,total_algae_rfu,0,0,0,0,0,0
2018,December,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2019,January,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2019,January,chlorophyll_ugL,7.15,0,8.69,14.76,0,33.45
2019,January,conductivity_uScm,45775.15,45781.25,425.23,512.5,45000,47100
2019,January,do_local_percent,NA,NA,NA,NA,NA,NA
2019,January,do_mgL,NA,NA,NA,NA,NA,NA
2019,January,do_saturated_percent,91.62,91.5,3.17,3,77.5,96.5
2019,January,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,January,orp_mV,791.06,790,22.77,34,706,844
2019,January,pH,8.2,8.21,0.1,0.12,7.9,8.38
2019,January,pH_mV,NA,NA,NA,NA,NA,NA
2019,January,salinity_psu,31.24,31.3,0.19,0.35,30.88,31.49
2019,January,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,January,temp_c,22.73,22.65,0.7,1.03,21.7,24.73
2019,January,temp_f,73.09,72.89,1.33,2.03,71.09,76.44
2019,January,total_algae_cellsL,373.88,374.4,77.99,101.2,148.8,608
2019,January,total_algae_rfu,0,0,0,0,0,0
2019,January,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2019,February,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2019,February,chlorophyll_ugL,4.56,0,7,11.28,0,21.07
2019,February,conductivity_uScm,45261.35,45218.75,333.7,593.75,44500,45993.75
2019,February,do_local_percent,NA,NA,NA,NA,NA,NA
2019,February,do_mgL,NA,NA,NA,NA,NA,NA
2019,February,do_saturated_percent,92.45,92,1.6,3,89.5,95.5
2019,February,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,February,orp_mV,766.2,768,9.67,12,740,787
2019,February,pH,8.28,8.29,0.08,0.11,8.09,8.5
2019,February,pH_mV,NA,NA,NA,NA,NA,NA
2019,February,salinity_psu,31.33,31.32,0.05,0.07,31.25,31.48
2019,February,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,February,temp_c,21.99,21.89,0.37,0.68,21.26,22.66
2019,February,temp_f,71.49,71.32,0.61,1.07,70.42,72.84
2019,February,total_algae_cellsL,380.98,376,80.24,95.3,193.2,659.2
2019,February,total_algae_rfu,0,0,0,0,0,0
2019,February,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2019,March,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2019,March,chlorophyll_ugL,51.72,0,88.17,86.3,0,547.2
2019,March,conductivity_uScm,45974.86,45581.25,1189.77,2550,44500,48487.5
2019,March,do_local_percent,NA,NA,NA,NA,NA,NA
2019,March,do_mgL,NA,NA,NA,NA,NA,NA
2019,March,do_saturated_percent,93.83,93,3.71,5,86.5,102.5
2019,March,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,March,orp_mV,761.91,764,13.02,12,681,776.5
2019,March,pH,8.41,8.38,0.17,0.19,8.13,8.72
2019,March,pH_mV,NA,NA,NA,NA,NA,NA
2019,March,salinity_psu,32.42,32.38,0.98,2.41,31.15,33.99
2019,March,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,March,temp_c,21.3,21.36,0.4,0.5,20.25,21.98
2019,March,temp_f,70.52,70.7,0.67,0.84,68.79,71.54
2019,March,total_algae_cellsL,442.83,379.4,210.92,309.55,15.01,1056.8
2019,March,total_algae_rfu,0,0,0,0,0,0
2019,March,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2019,April,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2019,April,chlorophyll_ugL,323.12,0,336.5,673.6,0,679.2
2019,April,conductivity_uScm,49287.67,49175,717.21,1062.5,47543.75,50743.75
2019,April,do_local_percent,NA,NA,NA,NA,NA,NA
2019,April,do_mgL,NA,NA,NA,NA,NA,NA
2019,April,do_saturated_percent,88.83,88,3.78,6.5,76.5,100
2019,April,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,April,orp_mV,691.75,696,15.98,22,648,719
2019,April,pH,8.34,8.36,0.08,0.1,8.13,8.49
2019,April,pH_mV,NA,NA,NA,NA,NA,NA
2019,April,salinity_psu,34.15,34.16,0.19,0.25,33.58,34.49
2019,April,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,April,temp_c,22.43,22.36,0.56,0.82,21.51,23.6
2019,April,temp_f,72.32,72.16,1,1.41,70.76,74.47
2019,April,total_algae_cellsL,534.01,473.9,250.15,263.9,90.47,1399.6
2019,April,total_algae_rfu,0,0,0,0,0,0
2019,April,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2019,May,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2019,May,chlorophyll_ugL,307.26,0,335.53,673.6,0,675.2
2019,May,conductivity_uScm,49651.78,49612.5,354.96,618.75,48843.75,50493.75
2019,May,do_local_percent,NA,NA,NA,NA,NA,NA
2019,May,do_mgL,NA,NA,NA,NA,NA,NA
2019,May,do_saturated_percent,89.04,88.5,3.9,7,83,98
2019,May,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,May,orp_mV,714.69,715,9.3,12.25,685,739
2019,May,pH,8.25,8.25,0.04,0.05,8.17,8.34
2019,May,pH_mV,NA,NA,NA,NA,NA,NA
2019,May,salinity_psu,34.26,34.29,0.15,0.24,33.74,34.52
2019,May,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,May,temp_c,22.68,22.59,0.4,0.77,21.96,23.49
2019,May,temp_f,72.86,72.78,0.66,1.12,71.6,74.19
2019,May,total_algae_cellsL,19745.07,19702.4,195.52,192,19574.4,19958.4
2019,May,total_algae_rfu,0,0,0,0,0,0
2019,May,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2019,June,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2019,June,chlorophyll_ugL,278.94,0,331.79,672.8,0,678.4
2019,June,conductivity_uScm,51126.89,51425,686.84,1112.5,49618.75,52156.25
2019,June,do_local_percent,NA,NA,NA,NA,NA,NA
2019,June,do_mgL,NA,NA,NA,NA,NA,NA
2019,June,do_saturated_percent,89.5,89.5,5.21,8,80,104
2019,June,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,June,orp_mV,733.61,738,16.04,22.55,677,763
2019,June,pH,8.28,8.29,0.07,0.08,8.12,8.62
2019,June,pH_mV,NA,NA,NA,NA,NA,NA
2019,June,salinity_psu,34.21,34.19,0.14,0.23,33.75,34.65
2019,June,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,June,temp_c,24.18,24.46,0.66,1.1,22.7,25.12
2019,June,temp_f,75.67,76.04,0.96,1.41,73.23,77.17
2019,June,total_algae_cellsL,34024.53,33772.8,447.14,390.4,33760,34540.8
2019,June,total_algae_rfu,0,0,0,0,0,0
2019,June,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2019,July,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2019,July,chlorophyll_ugL,300.54,0,334.78,673.6,0,675.2
2019,July,conductivity_uScm,52489.49,52381.25,439.93,612.5,51487.5,53687.5
2019,July,do_local_percent,NA,NA,NA,NA,NA,NA
2019,July,do_mgL,NA,NA,NA,NA,NA,NA
2019,July,do_saturated_percent,93.49,92.5,4.68,8,82.5,104
2019,July,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,July,orp_mV,756.49,758.5,16.61,21,707.79,787.79
2019,July,pH,8.56,8.57,0.11,0.13,8.24,8.8
2019,July,pH_mV,NA,NA,NA,NA,NA,NA
2019,July,salinity_psu,34.1,34.1,0.09,0.14,33.8,34.39
2019,July,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,July,temp_c,25.66,25.53,0.37,0.5,24.88,26.6
2019,July,temp_f,78.45,78.29,0.8,1.18,76.94,80.09
2019,July,total_algae_cellsL,NA,NA,NA,NA,NA,NA
2019,July,total_algae_rfu,0,0,0,0,0,0
2019,July,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2019,August,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2019,August,chlorophyll_ugL,282.76,0,332.48,673.6,0,675.2
2019,August,conductivity_uScm,52463.08,52437.5,406.94,612.5,51518.75,53725
2019,August,do_local_percent,NA,NA,NA,NA,NA,NA
2019,August,do_mgL,NA,NA,NA,NA,NA,NA
2019,August,do_saturated_percent,93.76,93,5.48,9.5,81.5,106
2019,August,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,August,orp_mV,787.81,787.82,7.84,8.04,771.8,803.84
2019,August,pH,8.52,8.54,0.08,0.11,8.29,8.69
2019,August,pH_mV,NA,NA,NA,NA,NA,NA
2019,August,salinity_psu,34.03,34.04,0.15,0.23,33.59,34.49
2019,August,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,August,temp_c,25.67,25.66,0.31,0.47,24.75,26.37
2019,August,temp_f,78.67,78.63,0.27,0.39,78.07,79.31
2019,August,total_algae_cellsL,169880.76,169881.59,6.87,0,169856,169907.19
2019,August,total_algae_rfu,0,0,0,0,0,0
2019,August,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2019,September,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2019,September,chlorophyll_ugL,289.91,0,333.53,673.6,0,675.2
2019,September,conductivity_uScm,51802.91,52250,1226.36,2478.12,49750,53693.75
2019,September,do_local_percent,NA,NA,NA,NA,NA,NA
2019,September,do_mgL,NA,NA,NA,NA,NA,NA
2019,September,do_saturated_percent,92.81,92,4.82,7.5,83,105.5
2019,September,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,September,orp_mV,802.13,803.84,9.17,12.14,763.84,820
2019,September,pH,8.37,8.37,0.13,0.19,7.95,8.67
2019,September,pH_mV,NA,NA,NA,NA,NA,NA
2019,September,salinity_psu,34.42,34.41,0.14,0.17,34.03,34.77
2019,September,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,September,temp_c,24.53,24.95,1.29,2.66,22.62,26.49
2019,September,temp_f,NA,NA,NA,NA,NA,NA
2019,September,total_algae_cellsL,169896.83,169881.59,21.47,25.59,169779.19,169958.39
2019,September,total_algae_rfu,0,0,0,0,0,0
2019,September,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2019,October,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2019,October,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2019,October,conductivity_uScm,48251.34,47993.75,749.96,1231.25,47006.25,50237.5
2019,October,do_local_percent,NA,NA,NA,NA,NA,NA
2019,October,do_mgL,NA,NA,NA,NA,NA,NA
2019,October,do_saturated_percent,95.34,94.5,3.33,6,88,103.5
2019,October,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,October,orp_mV,748.74,751.98,18.6,27.88,691.98,792.06
2019,October,pH,8.25,8.24,0.1,0.13,8.04,8.5
2019,October,pH_mV,NA,NA,NA,NA,NA,NA
2019,October,salinity_psu,33.42,33.4,0.12,0.16,33.25,33.8
2019,October,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,October,temp_c,22.18,22.01,0.66,1.1,20.76,24.11
2019,October,temp_f,NA,NA,NA,NA,NA,NA
2019,October,total_algae_cellsL,170629.34,170956.8,476.41,1024,169779.19,170982.39
2019,October,total_algae_rfu,0,0,0,0,0,0
2019,October,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2019,November,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2019,November,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2019,November,conductivity_uScm,48208.99,47856.25,1036.43,1993.75,46750,50243.75
2019,November,do_local_percent,NA,NA,NA,NA,NA,NA
2019,November,do_mgL,NA,NA,NA,NA,NA,NA
2019,November,do_saturated_percent,93.77,93,2.83,4.5,85,101.5
2019,November,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,November,orp_mV,785.1,784.04,13.88,19.92,748.03,815.96
2019,November,pH,8.18,8.17,0.08,0.09,7.9,8.35
2019,November,pH_mV,NA,NA,NA,NA,NA,NA
2019,November,salinity_psu,33.37,33.35,0.08,0.14,33.25,33.67
2019,November,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,November,temp_c,22.27,21.92,1.04,1.93,20.88,23.99
2019,November,temp_f,NA,NA,NA,NA,NA,NA
2019,November,total_algae_cellsL,170646.03,170956.8,480.86,1049.61,169702.39,170982.39
2019,November,total_algae_rfu,0,0,0,0,0,0
2019,November,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2019,December,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2019,December,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2019,December,conductivity_uScm,49865.85,49868.75,83.36,131.25,49518.75,50112.5
2019,December,do_local_percent,NA,NA,NA,NA,NA,NA
2019,December,do_mgL,NA,NA,NA,NA,NA,NA
2019,December,do_saturated_percent,94.12,94,1.79,2,90,98.5
2019,December,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,December,orp_mV,818.58,819.94,6.93,12,800,831.95
2019,December,pH,8.15,8.17,0.11,0.17,7.84,8.37
2019,December,pH_mV,NA,NA,NA,NA,NA,NA
2019,December,salinity_psu,33.36,33.36,0.04,0.05,33.25,33.59
2019,December,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2019,December,temp_c,23.86,23.85,0.07,0.12,23.57,23.99
2019,December,temp_f,NA,NA,NA,NA,NA,NA
2019,December,total_algae_cellsL,169903.43,169907.19,29.83,0,169497.59,169958.39
2019,December,total_algae_rfu,0,0,0,0,0,0
2019,December,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2020,January,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2020,January,chlorophyll_ugL,442.4,442.4,NA,0,442.4,442.4
2020,January,conductivity_uScm,51103.46,51100,65.68,106.25,50768.75,51218.75
2020,January,do_local_percent,NA,NA,NA,NA,NA,NA
2020,January,do_mgL,NA,NA,NA,NA,NA,NA
2020,January,do_saturated_percent,93.31,93,2.61,4,88,101.5
2020,January,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2020,January,orp_mV,749.11,731.95,54.24,112,619.93,839.94
2020,January,pH,8.67,8.67,0.11,0.07,8.26,8.85
2020,January,pH_mV,NA,NA,NA,NA,NA,NA
2020,January,salinity_psu,34.26,34.26,0.02,0.03,34.14,34.29
2020,January,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2020,January,temp_c,23.87,23.88,0.07,0.12,23.75,23.99
2020,January,temp_f,NA,NA,NA,NA,NA,NA
2020,January,total_algae_cellsL,169905.45,169907.19,13.88,0,169728,169958.39
2020,January,total_algae_rfu,0,0,0,0,0,0
2020,January,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2020,February,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2020,February,chlorophyll_ugL,NA,NA,NA,NA,NA,NA
2020,February,conductivity_uScm,51093.87,51112.5,124.12,150,50725,51431.25
2020,February,do_local_percent,NA,NA,NA,NA,NA,NA
2020,February,do_mgL,NA,NA,NA,NA,NA,NA
2020,February,do_saturated_percent,92.66,92,2.43,4,86.5,99
2020,February,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2020,February,orp_mV,740.94,739.93,6.13,8,723.91,755.93
2020,February,pH,8.65,8.65,0.1,0.16,8.26,8.87
2020,February,pH_mV,NA,NA,NA,NA,NA,NA
2020,February,salinity_psu,34.39,34.4,0.07,0.08,34.18,34.56
2020,February,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2020,February,temp_c,23.86,23.85,0.07,0.12,23.75,24.12
2020,February,temp_f,NA,NA,NA,NA,NA,NA
2020,February,total_algae_cellsL,169906.54,169907.19,6.21,0,169804.8,169958.39
2020,February,total_algae_rfu,0,0,0,0,0,0
2020,February,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2020,March,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2020,March,chlorophyll_ugL,673.6,673.6,1.15,1.6,670.4,675.2
2020,March,conductivity_uScm,51124.67,51125,104.14,137.5,50781.25,51431.25
2020,March,do_local_percent,NA,NA,NA,NA,NA,NA
2020,March,do_mgL,NA,NA,NA,NA,NA,NA
2020,March,do_saturated_percent,93.34,92.5,2.69,4.5,85.5,101
2020,March,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2020,March,orp_mV,744.34,743.93,4.89,7.99,727.93,759.93
2020,March,pH,8.7,8.72,0.08,0.12,8.43,8.87
2020,March,pH_mV,NA,NA,NA,NA,NA,NA
2020,March,salinity_psu,34.35,34.34,0.06,0.08,34.16,34.5
2020,March,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2020,March,temp_c,23.89,23.88,0.1,0.14,23.75,24.21
2020,March,temp_f,NA,NA,NA,NA,NA,NA
2020,March,total_algae_cellsL,169904.76,169907.19,14.39,0,169753.59,169958.39
2020,March,total_algae_rfu,NA,NA,NA,NA,NA,NA
2020,March,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2020,April,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2020,April,chlorophyll_ugL,673.58,673.6,1.16,1.6,669.6,675.2
2020,April,conductivity_uScm,51070.2,51093.75,208.36,212.5,50481.25,51568.75
2020,April,do_local_percent,NA,NA,NA,NA,NA,NA
2020,April,do_mgL,NA,NA,NA,NA,NA,NA
2020,April,do_saturated_percent,94.88,94.5,3.48,6,82,105.5
2020,April,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2020,April,orp_mV,743.49,743.93,6.1,8.01,727.88,755.95
2020,April,pH,8.75,8.76,0.04,0.06,8.63,8.84
2020,April,pH_mV,NA,NA,NA,NA,NA,NA
2020,April,salinity_psu,34.34,34.33,0.09,0.13,34.05,34.57
2020,April,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2020,April,temp_c,23.95,23.94,0.15,0.19,23.46,24.36
2020,April,temp_f,NA,NA,NA,NA,NA,NA
2020,April,total_algae_cellsL,169903.2,169907.19,20.39,0,169702.39,169958.39
2020,April,total_algae_rfu,NA,NA,NA,NA,NA,NA
2020,April,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2020,May,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2020,May,chlorophyll_ugL,673.55,673.6,1.13,1.6,670.4,675.2
2020,May,conductivity_uScm,50986.15,50975,184.94,281.25,50375,51493.75
2020,May,do_local_percent,NA,NA,NA,NA,NA,NA
2020,May,do_mgL,NA,NA,NA,NA,NA,NA
2020,May,do_saturated_percent,94.54,94,3.76,6,86,104.5
2020,May,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2020,May,orp_mV,738.22,739.93,11.67,16,703.91,755.95
2020,May,pH,8.66,8.65,0.07,0.07,8.36,8.81
2020,May,pH_mV,NA,NA,NA,NA,NA,NA
2020,May,salinity_psu,34.27,34.28,0.15,0.27,33.68,34.6
2020,May,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2020,May,temp_c,23.93,23.92,0.1,0.11,23.73,24.2
2020,May,temp_f,NA,NA,NA,NA,NA,NA
2020,May,total_algae_cellsL,169904.25,169907.19,9.06,0,169830.39,169907.19
2020,May,total_algae_rfu,NA,NA,NA,NA,NA,NA
2020,May,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2020,June,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2020,June,chlorophyll_ugL,673.59,673.6,1.13,1.6,670.4,675.2
2020,June,conductivity_uScm,51745.25,51893.75,441.27,612.5,50600,52493.75
2020,June,do_local_percent,NA,NA,NA,NA,NA,NA
2020,June,do_mgL,NA,NA,NA,NA,NA,NA
2020,June,do_saturated_percent,94.11,93.5,4.03,6.5,85,104.5
2020,June,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2020,June,orp_mV,743.74,743.88,9.35,12.02,711.86,763.88
2020,June,pH,8.61,8.63,0.13,0.12,8.23,8.81
2020,June,pH_mV,NA,NA,NA,NA,NA,NA
2020,June,salinity_psu,34.21,34.25,0.19,0.27,33.56,34.78
2020,June,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2020,June,temp_c,24.88,24.97,0.23,0.2,24.36,25.12
2020,June,temp_f,NA,NA,NA,NA,NA,NA
2020,June,total_algae_cellsL,169885.14,169881.59,15.87,0,169753.59,169907.19
2020,June,total_algae_rfu,NA,NA,NA,NA,NA,NA
2020,June,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2020,July,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2020,July,chlorophyll_ugL,673.61,673.6,1.13,1.6,670.4,675.2
2020,July,conductivity_uScm,52142.39,52143.75,149.86,181.25,51743.75,52506.25
2020,July,do_local_percent,NA,NA,NA,NA,NA,NA
2020,July,do_mgL,NA,NA,NA,NA,NA,NA
2020,July,do_saturated_percent,94.12,93.5,3.74,6,85.5,105
2020,July,nlf_conductivity_uScm,NA,NA,NA,NA,NA,NA
2020,July,orp_mV,749.92,751.86,10.04,12.02,715.86,771.88
2020,July,pH,8.43,8.48,0.16,0.21,8,8.68
2020,July,pH_mV,NA,NA,NA,NA,NA,NA
2020,July,salinity_psu,34.3,34.35,0.16,0.22,33.86,34.71
2020,July,sp_conductivity_uScm,NA,NA,NA,NA,NA,NA
2020,July,temp_c,25.05,25.06,0.05,0.08,24.88,25.22
2020,July,temp_f,NA,NA,NA,NA,NA,NA
2020,July,total_algae_cellsL,169883.07,169881.59,12.22,0,169728,169958.39
2020,July,total_algae_rfu,NA,NA,NA,NA,NA,NA
2020,July,total_dissolved_solids_mgL,NA,NA,NA,NA,NA,NA
2020,August,chlorophyll_rfu,NA,NA,NA,NA,NA,NA
2020,August,chlorophyll_ugL,673.6,673.6,1.12,1.6,672,675.2
2020,August,conductivity_uScm,52045.09,52068.75,154.87,193.75,51581.25,52512.5
2020,August,do_local_percent,NA,NA,NA,NA,NA,NA
2020,August,do_mgL,NA,NA,NA,NA,NA,NA
2020,August,do_saturated_percent,89.46,89,4.14,5.5,78.5,101.5
