Serial Number:20895591 --

"Date Time, GMT -0700","Temp, (*F)","mV","pH","Button Down","Button Up","Host Connect","Start Calibration","Calibration Values","Calibration Buffers","End Calibration","Cancel Calibration","EOF"
2022-04-12 21:30:00,76.70,-85.80,8.21, , , , , , , , , 
2022-04-12 21:45:00,76.66,-85.58,8.20, , , , , , , , , 
2022-04-12 22:00:00,76.66,-85.63,8.20, , , , , , , , , 
2022-04-12 22:15:00,76.66,-85.67,8.20, , , , , , , , , 
2022-04-12 22:30:00,76.66,-85.69,8.20, , , , , , , , , 
2022-04-12 22:45:00,76.66,-85.66,8.20, , , , , , , , , 
2022-04-12 23:00:00,76.66,-85.66,8.20, , , , , , , , , 
2022-04-12 23:15:00,76.66,-85.77,8.21, , , , , , , , , 
2022-04-12 23:30:00,76.66,-85.85,8.21, , , , , , , , , 
2022-04-12 23:45:00,76.66,-85.24,8.20, , , , , , , , , 
2022-04-13 00:00:00,76.62,-85.38,8.20, , , , , , , , , 
2022-04-13 00:15:00,76.66,-85.46,8.20, , , , , , , , , 
2022-04-13 00:30:00,76.66,-85.30,8.20, , , , , , , , , 
2022-04-13 00:45:00,76.62,-85.53,8.20, , , , , , , , , 
2022-04-13 01:00:00,76.62,-85.05,8.19, , , , , , , , , 
2022-04-13 01:15:00,76.62,-85.35,8.20, , , , , , , , , 
2022-04-13 01:30:00,76.62,-86.57,8.22, , , , , , , , , 
2022-04-13 01:45:00,76.62,-86.44,8.22, , , , , , , , , 
2022-04-13 02:00:00,76.62,-86.44,8.22, , , , , , , , , 
2022-04-13 02:15:00,76.66,-86.39,8.22, , , , , , , , , 
2022-04-13 02:30:00,76.66,-86.28,8.21, , , , , , , , , 
2022-04-13 02:45:00,76.66,-86.27,8.21, , , , , , , , , 
2022-04-13 03:00:00,76.62,-86.16,8.21, , , , , , , , , 
2022-04-13 03:15:00,76.62,-86.14,8.21, , , , , , , , , 
2022-04-13 03:30:00,76.62,-86.16,8.21, , , , , , , , , 
2022-04-13 03:45:00,76.62,-86.14,8.21, , , , , , , , , 
2022-04-13 04:00:00,76.62,-86.02,8.21, , , , , , , , , 
2022-04-13 04:15:00,76.62,-85.92,8.21, , , , , , , , , 
2022-04-13 04:30:00,76.62,-85.92,8.21, , , , , , , , , 
2022-04-13 04:45:00,76.62,-85.75,8.21, , , , , , , , , 
2022-04-13 05:00:00,76.62,-85.75,8.21, , , , , , , , , 
2022-04-13 05:15:00,76.62,-85.77,8.21, , , , , , , , , 
2022-04-13 05:30:00,76.66,-85.67,8.20, , , , , , , , , 
2022-04-13 05:45:00,76.62,-85.60,8.20, , , , , , , , , 
2022-04-13 06:00:00,76.62,-85.58,8.20, , , , , , , , , 
2022-04-13 06:15:00,76.62,-85.57,8.20, , , , , , , , , 
2022-04-13 06:30:00,76.62,-85.38,8.20, , , , , , , , , 
2022-04-13 06:45:00,76.66,-85.47,8.20, , , , , , , , , 
2022-04-13 07:00:00,76.66,-85.39,8.20, , , , , , , , , 
2022-04-13 07:15:00,76.70,-85.35,8.20, , , , , , , , , 
2022-04-13 07:30:00,76.70,-85.41,8.20, , , , , , , , , 
2022-04-13 07:45:00,76.70,-85.49,8.20, , , , , , , , , 
2022-04-13 08:00:00,76.70,-85.52,8.20, , , , , , , , , 
2022-04-13 08:15:00,76.75,-85.60,8.20, , , , , , , , , 
2022-04-13 08:30:00,76.83,-85.78,8.21, , , , , , , , , 
2022-04-13 08:45:00,76.88,-85.89,8.21, , , , , , , , , 
2022-04-13 09:00:00,76.88,-85.89,8.21, , , , , , , , , 
2022-04-13 09:15:00,76.92,-86.27,8.21, , , , , , , , , 
2022-04-13 09:30:00,76.96,-86.36,8.22, , , , , , , , , 
2022-04-13 09:45:00,77.01,-86.33,8.21, , , , , , , , , 
2022-04-13 10:00:00,77.05,-86.61,8.22, , , , , , , , , 
2022-04-13 10:15:00,77.14,-87.27,8.23, , , , , , , , , 
2022-04-13 10:30:00,77.18,-87.50,8.24, , , , , , , , , 
2022-04-13 10:45:00,77.23,-87.83,8.24, , , , , , , , , 
2022-04-13 11:00:00,77.27,-88.97,8.26, , , , , , , , , 
2022-04-13 11:15:00,77.36,-89.24,8.27, , , , , , , , , 
2022-04-13 11:30:00,77.36,-89.97,8.28, , , , , , , , , 
2022-04-13 11:45:00,77.36,-88.41,8.25, , , , , , , , , 
2022-04-13 12:00:00,77.40,-89.30,8.27, , , , , , , , , 
2022-04-13 12:15:00,77.40,-90.00,8.28, , , , , , , , , 
2022-04-13 12:30:00,77.40,-90.28,8.29, , , , , , , , , 
2022-04-13 12:45:00,77.36,-89.38,8.27, , , , , , , , , 
2022-04-13 13:00:00,77.36,-90.16,8.28, , , , , , , , , 
2022-04-13 13:15:00,77.36,-90.30,8.29, , , , , , , , , 
2022-04-13 13:30:00,77.36,-89.39,8.27, , , , , , , , , 
2022-04-13 13:45:00,77.36,-89.94,8.28, , , , , , , , , 
2022-04-13 14:00:00,77.40,-90.67,8.29, , , , , , , , , 
2022-04-13 14:15:00,77.40,-91.35,8.30, , , , , , , , , 
2022-04-13 14:24:39, , , ,Logged,Logged, , , , , , , 
2022-04-13 14:24:40, , , , , ,Logged, , , , , , 
2022-04-13 14:25:12, , , , , , ,Logged, , , , , 
2022-04-13 14:25:15, , , , , , , , , , ,Logged, 
2022-04-13 14:26:57, , , , , , ,Logged, , , , , 
2022-04-13 14:30:00,78.36,144.97,4.03, , , , , , , , , 
2022-04-13 14:32:06, , , , , , , ,S: 92.4% O: -22.47 mV, , , , 
2022-04-13 14:32:12, , , , , , , , ,"4.01 pH, 7.00 pH, 10.00 pH",Logged, , 
2022-04-13 14:45:00,77.49,-89.97,8.23, , , , , , , , , 
2022-04-13 15:00:00,77.36,-91.14,8.25, , , , , , , , , 
2022-04-13 15:15:00,77.36,-90.88,8.25, , , , , , , , , 
2022-04-13 15:30:00,77.31,-90.58,8.24, , , , , , , , , 
2022-04-13 15:45:00,77.27,-90.21,8.24, , , , , , , , , 
2022-04-13 16:00:00,77.23,-89.72,8.23, , , , , , , , , 
2022-04-13 16:15:00,77.18,-89.85,8.23, , , , , , , , , 
2022-04-13 16:30:00,77.14,-88.86,8.21, , , , , , , , , 
2022-04-13 16:45:00,77.09,-89.21,8.22, , , , , , , , , 
2022-04-13 17:00:00,77.09,-88.88,8.21, , , , , , , , , 
2022-04-13 17:15:00,77.05,-88.83,8.21, , , , , , , , , 
2022-04-13 17:30:00,77.05,-88.35,8.20, , , , , , , , , 
2022-04-13 17:45:00,77.05,-88.21,8.20, , , , , , , , , 
2022-04-13 18:00:00,77.01,-88.08,8.20, , , , , , , , , 
2022-04-13 18:15:00,77.01,-87.92,8.20, , , , , , , , , 
2022-04-13 18:30:00,76.96,-87.72,8.19, , , , , , , , , 
2022-04-13 18:45:00,76.96,-87.52,8.19, , , , , , , , , 
2022-04-13 19:00:00,76.92,-87.47,8.19, , , , , , , , , 
2022-04-13 19:15:00,76.92,-87.28,8.19, , , , , , , , , 
2022-04-13 19:30:00,76.88,-86.92,8.18, , , , , , , , , 
2022-04-13 19:45:00,76.88,-87.07,8.18, , , , , , , , , 
2022-04-13 20:00:00,76.83,-86.96,8.18, , , , , , , , , 
2022-04-13 20:15:00,76.79,-86.75,8.18, , , , , , , , , 
2022-04-13 20:30:00,76.79,-86.80,8.18, , , , , , , , , 
2022-04-13 20:45:00,76.75,-86.58,8.17, , , , , , , , , 
2022-04-13 21:00:00,76.70,-86.39,8.17, , , , , , , , , 
2022-04-13 21:15:00,76.70,-86.33,8.17, , , , , , , , , 
2022-04-13 21:30:00,76.66,-86.25,8.17, , , , , , , , , 
2022-04-13 21:45:00,76.66,-86.60,8.17, , , , , , , , , 
2022-04-13 22:00:00,76.66,-86.24,8.17, , , , , , , , , 
2022-04-13 22:15:00,76.62,-86.05,8.16, , , , , , , , , 
2022-04-13 22:30:00,76.57,-86.02,8.16, , , , , , , , , 
2022-04-13 22:45:00,76.57,-85.86,8.16, , , , , , , , , 
2022-04-13 23:00:00,76.57,-85.83,8.16, , , , , , , , , 
2022-04-13 23:15:00,76.57,-85.80,8.16, , , , , , , , , 
2022-04-13 23:30:00,76.57,-85.77,8.16, , , , , , , , , 
2022-04-13 23:45:00,76.57,-85.75,8.16, , , , , , , , , 
2022-04-14 00:00:00,76.53,-85.66,8.16, , , , , , , , , 
2022-04-14 00:15:00,76.57,-85.74,8.16, , , , , , , , , 
2022-04-14 00:30:00,76.57,-85.66,8.16, , , , , , , , , 
2022-04-14 00:45:00,76.57,-85.61,8.16, , , , , , , , , 
2022-04-14 01:00:00,76.53,-85.47,8.15, , , , , , , , , 
2022-04-14 01:15:00,76.57,-85.58,8.15, , , , , , , , , 
2022-04-14 01:30:00,76.57,-85.44,8.15, , , , , , , , , 
2022-04-14 01:45:00,76.62,-85.46,8.15, , , , , , , , , 
2022-04-14 02:00:00,76.57,-85.39,8.15, , , , , , , , , 
2022-04-14 02:15:00,76.57,-85.33,8.15, , , , , , , , , 
2022-04-14 02:30:00,76.57,-85.35,8.15, , , , , , , , , 
2022-04-14 02:45:00,76.57,-85.30,8.15, , , , , , , , , 
2022-04-14 03:00:00,76.57,-85.17,8.15, , , , , , , , , 
2022-04-14 03:15:00,76.57,-85.10,8.15, , , , , , , , , 
2022-04-14 03:30:00,76.57,-85.05,8.15, , , , , , , , , 
2022-04-14 03:45:00,76.62,-85.02,8.14, , , , , , , , , 
2022-04-14 04:00:00,76.57,-85.00,8.14, , , , , , , , , 
2022-04-14 04:15:00,76.57,-84.88,8.14, , , , , , , , , 
2022-04-14 04:30:00,76.57,-84.92,8.14, , , , , , , , , 
2022-04-14 04:45:00,76.57,-84.91,8.14, , , , , , , , , 
2022-04-14 05:00:00,76.57,-84.86,8.14, , , , , , , , , 
2022-04-14 05:15:00,76.57,-84.82,8.14, , , , , , , , , 
2022-04-14 05:30:00,76.57,-84.77,8.14, , , , , , , , , 
2022-04-14 05:45:00,76.57,-84.67,8.14, , , , , , , , , 
2022-04-14 06:00:00,76.57,-84.61,8.14, , , , , , , , , 
2022-04-14 06:15:00,76.57,-84.64,8.14, , , , , , , , , 
2022-04-14 06:30:00,76.62,-84.60,8.14, , , , , , , , , 
2022-04-14 06:45:00,76.62,-84.58,8.14, , , , , , , , , 
2022-04-14 07:00:00,76.62,-84.60,8.14, , , , , , , , , 
2022-04-14 07:15:00,76.66,-84.60,8.14, , , , , , , , , 
2022-04-14 07:30:00,76.62,-84.63,8.14, , , , , , , , , 
2022-04-14 07:45:00,76.62,-84.66,8.14, , , , , , , , , 
2022-04-14 08:00:00,76.66,-84.71,8.14, , , , , , , , , 
2022-04-14 08:15:00,76.66,-84.82,8.14, , , , , , , , , 
2022-04-14 08:30:00,76.75,-84.89,8.14, , , , , , , , , 
2022-04-14 08:45:00,76.75,-85.08,8.15, , , , , , , , , 
2022-04-14 09:00:00,76.83,-85.19,8.15, , , , , , , , , 
2022-04-14 09:15:00,76.88,-85.32,8.15, , , , , , , , , 
2022-04-14 09:30:00,76.92,-85.57,8.15, , , , , , , , , 
2022-04-14 09:45:00,77.01,-85.86,8.16, , , , , , , , , 
2022-04-14 10:00:00,77.05,-86.67,8.17, , , , , , , , , 
2022-04-14 10:15:00,77.09,-87.28,8.18, , , , , , , , , 
2022-04-14 10:30:00,77.18,-87.94,8.20, , , , , , , , , 
2022-04-14 10:45:00,77.27,-88.21,8.20, , , , , , , , , 
2022-04-14 11:00:00,77.31,-88.71,8.21, , , , , , , , , 
2022-04-14 11:15:00,77.36,-89.05,8.22, , , , , , , , , 
2022-04-14 11:30:00,77.36,-89.33,8.22, , , , , , , , , 
2022-04-14 11:45:00,77.40,-88.99,8.22, , , , , , , , , 
2022-04-14 12:00:00,77.44,-89.10,8.22, , , , , , , , , 
2022-04-14 12:15:00,77.44,-88.99,8.22, , , , , , , , , 
2022-04-14 12:30:00,77.44,-89.64,8.23, , , , , , , , , 
2022-04-14 12:45:00,77.40,-90.17,8.24, , , , , , , , , 
2022-04-14 13:00:00,77.40,-90.33,8.24, , , , , , , , , 
2022-04-14 13:15:00,77.36,-89.72,8.23, , , , , , , , , 
2022-04-14 13:30:00,77.36,-89.88,8.23, , , , , , , , , 
2022-04-14 13:45:00,77.36,-89.75,8.23, , , , , , , , , 
2022-04-14 14:00:00,77.36,-89.80,8.23, , , , , , , , , 
2022-04-14 14:15:00,77.36,-89.96,8.23, , , , , , , , , 
2022-04-14 14:30:00,77.36,-89.88,8.23, , , , , , , , , 
2022-04-14 14:45:00,77.27,-90.19,8.24, , , , , , , , , 
2022-04-14 15:00:00,77.27,-89.78,8.23, , , , , , , , , 
2022-04-14 15:15:00,77.23,-90.22,8.24, , , , , , , , , 
2022-04-14 15:30:00,77.23,-89.14,8.22, , , , , , , , , 
2022-04-14 15:45:00,77.23,-88.85,8.21, , , , , , , , , 
2022-04-14 16:00:00,77.18,-89.19,8.22, , , , , , , , , 
2022-04-14 16:15:00,77.14,-89.50,8.23, , , , , , , , , 
2022-04-14 16:30:00,77.14,-89.85,8.23, , , , , , , , , 
2022-04-14 16:45:00,77.09,-89.14,8.22, , , , , , , , , 
2022-04-14 17:00:00,77.09,-89.50,8.23, , , , , , , , , 
2022-04-14 17:15:00,77.05,-89.16,8.22, , , , , , , , , 
2022-04-14 17:30:00,77.01,-88.71,8.21, , , , , , , , , 
2022-04-14 17:45:00,76.92,-88.67,8.21, , , , , , , , , 
2022-04-14 18:00:00,76.88,-88.16,8.20, , , , , , , , , 
2022-04-14 18:15:00,76.88,-87.46,8.19, , , , , , , , , 
2022-04-14 18:30:00,76.88,-87.36,8.19, , , , , , , , , 
2022-04-14 18:45:00,76.88,-86.99,8.18, , , , , , , , , 
2022-04-14 19:00:00,76.88,-86.99,8.18, , , , , , , , , 
2022-04-14 19:15:00,76.88,-86.71,8.17, , , , , , , , , 
2022-04-14 19:30:00,76.83,-86.77,8.18, , , , , , , , , 
2022-04-14 19:45:00,76.83,-86.67,8.17, , , , , , , , , 
2022-04-14 20:00:00,76.83,-86.60,8.17, , , , , , , , , 
2022-04-14 20:15:00,76.79,-86.57,8.17, , , , , , , , , 
2022-04-14 20:30:00,76.79,-86.46,8.17, , , , , , , , , 
2022-04-14 20:45:00,76.75,-86.13,8.16, , , , , , , , , 
2022-04-14 21:00:00,76.75,-86.08,8.16, , , , , , , , , 
2022-04-14 21:15:00,76.75,-85.97,8.16, , , , , , , , , 
2022-04-14 21:30:00,76.70,-86.05,8.16, , , , , , , , , 
2022-04-14 21:45:00,76.70,-86.00,8.16, , , , , , , , , 
2022-04-14 22:00:00,76.70,-85.92,8.16, , , , , , , , , 
2022-04-14 22:15:00,76.66,-85.80,8.16, , , , , , , , , 
2022-04-14 22:30:00,76.66,-85.64,8.16, , , , , , , , , 
2022-04-14 22:45:00,76.62,-85.66,8.16, , , , , , , , , 
2022-04-14 23:00:00,76.62,-85.64,8.16, , , , , , , , , 
2022-04-14 23:15:00,76.62,-85.55,8.15, , , , , , , , , 
2022-04-14 23:30:00,76.57,-85.52,8.15, , , , , , , , , 
2022-04-14 23:45:00,76.57,-85.50,8.15, , , , , , , , , 
2022-04-15 00:00:00,76.62,-85.52,8.15, , , , , , , , , 
2022-04-15 00:15:00,76.62,-85.42,8.15, , , , , , , , , 
2022-04-15 00:30:00,76.62,-85.44,8.15, , , , , , , , , 
2022-04-15 00:45:00,76.62,-85.44,8.15, , , , , , , , , 
2022-04-15 01:00:00,76.62,-85.33,8.15, , , , , , , , , 
2022-04-15 01:15:00,76.62,-85.30,8.15, , , , , , , , , 
2022-04-15 01:30:00,76.57,-85.25,8.15, , , , , , , , , 
2022-04-15 01:45:00,76.62,-85.21,8.15, , , , , , , , , 
2022-04-15 02:00:00,76.62,-85.17,8.15, , , , , , , , , 
2022-04-15 02:15:00,76.62,-85.14,8.15, , , , , , , , , 
2022-04-15 02:30:00,76.62,-85.10,8.15, , , , , , , , , 
2022-04-15 02:45:00,76.62,-85.07,8.15, , , , , , , , , 
2022-04-15 03:00:00,76.62,-85.02,8.14, , , , , , , , , 
2022-04-15 03:15:00,76.62,-84.97,8.14, , , , , , , , , 
2022-04-15 03:30:00,76.62,-84.94,8.14, , , , , , , , , 
2022-04-15 03:45:00,76.62,-84.92,8.14, , , , , , , , , 
2022-04-15 04:00:00,76.62,-84.82,8.14, , , , , , , , , 
2022-04-15 04:15:00,76.62,-84.83,8.14, , , , , , , , , 
2022-04-15 04:30:00,76.62,-84.78,8.14, , , , , , , , , 
2022-04-15 04:45:00,76.62,-84.72,8.14, , , , , , , , , 
2022-04-15 05:00:00,76.62,-84.67,8.14, , , , , , , , , 
2022-04-15 05:15:00,76.62,-84.63,8.14, , , , , , , , , 
2022-04-15 05:30:00,76.62,-84.52,8.14, , , , , , , , , 
2022-04-15 05:45:00,76.57,-84.57,8.14, , , , , , , , , 
2022-04-15 06:00:00,76.53,-84.49,8.13, , , , , , , , , 
2022-04-15 06:15:00,76.57,-84.52,8.14, , , , , , , , , 
2022-04-15 06:30:00,76.53,-84.42,8.13, , , , , , , , , 
2022-04-15 06:45:00,76.62,-84.46,8.13, , , , , , , , , 
2022-04-15 07:00:00,76.66,-84.44,8.13, , , , , , , , , 
2022-04-15 07:15:00,76.66,-84.50,8.14, , , , , , , , , 
2022-04-15 07:30:00,76.75,-84.55,8.14, , , , , , , , , 
2022-04-15 07:45:00,76.75,-84.60,8.14, , , , , , , , , 
2022-04-15 08:00:00,76.75,-84.64,8.14, , , , , , , , , 
2022-04-15 08:15:00,76.79,-84.77,8.14, , , , , , , , , 
2022-04-15 08:30:00,76.79,-84.86,8.14, , , , , , , , , 
2022-04-15 08:45:00,76.83,-85.00,8.14, , , , , , , , , 
2022-04-15 09:00:00,76.88,-85.17,8.15, , , , , , , , , 
2022-04-15 09:15:00,76.92,-85.47,8.15, , , , , , , , , 
2022-04-15 09:30:00,76.96,-86.16,8.16, , , , , , , , , 
2022-04-15 09:45:00,77.05,-86.49,8.17, , , , , , , , , 
2022-04-15 10:00:00,77.14,-87.36,8.19, , , , , , , , , 
2022-04-15 10:15:00,77.23,-87.86,8.20, , , , , , , , , 
2022-04-15 10:30:00,77.31,-88.38,8.20, , , , , , , , , 
2022-04-15 10:45:00,77.40,-88.78,8.21, , , , , , , , , 
2022-04-15 11:00:00,77.40,-89.02,8.22, , , , , , , , , 
2022-04-15 11:15:00,77.40,-88.91,8.21, , , , , , , , , 
2022-04-15 11:30:00,77.40,-89.11,8.22, , , , , , , , , 
2022-04-15 11:45:00,77.44,-89.39,8.22, , , , , , , , , 
2022-04-15 12:00:00,77.44,-88.96,8.21, , , , , , , , , 
2022-04-15 12:15:00,77.44,-88.33,8.20, , , , , , , , , 
2022-04-15 12:30:00,77.49,-89.46,8.22, , , , , , , , , 
2022-04-15 12:45:00,77.44,-89.75,8.23, , , , , , , , , 
2022-04-15 13:00:00,77.44,-89.64,8.23, , , , , , , , , 
2022-04-15 13:15:00,77.40,-89.36,8.22, , , , , , , , , 
2022-04-15 13:30:00,77.36,-89.36,8.22, , , , , , , , , 
2022-04-15 13:45:00,77.31,-88.80,8.21, , , , , , , , , 
2022-04-15 14:00:00,77.27,-89.14,8.22, , , , , , , , , 
2022-04-15 14:15:00,77.27,-89.30,8.22, , , , , , , , , 
2022-04-15 14:30:00,77.27,-89.50,8.23, , , , , , , , , 
2022-04-15 14:45:00,77.23,-89.22,8.22, , , , , , , , , 
2022-04-15 15:00:00,77.23,-88.83,8.21, , , , , , , , , 
2022-04-15 15:15:00,77.18,-88.67,8.21, , , , , , , , , 
2022-04-15 15:30:00,77.18,-88.75,8.21, , , , , , , , , 
2022-04-15 15:45:00,77.18,-88.35,8.20, , , , , , , , , 
2022-04-15 16:00:00,77.09,-88.47,8.21, , , , , , , , , 
2022-04-15 16:15:00,77.14,-88.74,8.21, , , , , , , , , 
2022-04-15 16:30:00,77.09,-88.61,8.21, , , , , , , , , 
2022-04-15 16:45:00,77.05,-88.52,8.21, , , , , , , , , 
2022-04-15 17:00:00,77.05,-88.30,8.20, , , , , , , , , 
2022-04-15 17:15:00,77.05,-88.17,8.20, , , , , , , , , 
2022-04-15 17:30:00,77.05,-88.28,8.20, , , , , , , , , 
2022-04-15 17:45:00,77.01,-88.35,8.20, , , , , , , , , 
2022-04-15 18:00:00,77.01,-88.13,8.20, , , , , , , , , 
2022-04-15 18:15:00,76.96,-88.07,8.20, , , , , , , , , 
2022-04-15 18:30:00,76.96,-87.36,8.19, , , , , , , , , 
2022-04-15 18:45:00,76.96,-87.35,8.19, , , , , , , , , 
2022-04-15 19:00:00,76.92,-86.96,8.18, , , , , , , , , 
2022-04-15 19:15:00,76.92,-86.80,8.18, , , , , , , , , 
2022-04-15 19:30:00,76.92,-86.92,8.18, , , , , , , , , 
2022-04-15 19:45:00,76.92,-86.78,8.18, , , , , , , , , 
2022-04-15 20:00:00,76.88,-86.86,8.18, , , , , , , , , 
2022-04-15 20:15:00,76.88,-86.64,8.17, , , , , , , , , 
2022-04-15 20:30:00,76.88,-86.50,8.17, , , , , , , , , 
2022-04-15 20:45:00,76.83,-86.47,8.17, , , , , , , , , 
2022-04-15 21:00:00,76.83,-86.32,8.17, , , , , , , , , 
2022-04-15 21:15:00,76.83,-86.24,8.17, , , , , , , , , 
2022-04-15 21:30:00,76.79,-86.13,8.16, , , , , , , , , 
2022-04-15 21:45:00,76.79,-85.97,8.16, , , , , , , , , 
2022-04-15 22:00:00,76.75,-85.74,8.16, , , , , , , , , 
2022-04-15 22:15:00,76.75,-85.80,8.16, , , , , , , , , 
2022-04-15 22:30:00,76.75,-85.80,8.16, , , , , , , , , 
2022-04-15 22:45:00,76.70,-85.72,8.16, , , , , , , , , 
2022-04-15 23:00:00,76.70,-85.67,8.16, , , , , , , , , 
2022-04-15 23:15:00,76.70,-85.60,8.15, , , , , , , , , 
2022-04-15 23:30:00,76.66,-85.57,8.15, , , , , , , , , 
2022-04-15 23:45:00,76.70,-85.53,8.15, , , , , , , , , 
2022-04-16 00:00:00,76.70,-85.49,8.15, , , , , , , , , 
2022-04-16 00:15:00,76.66,-85.46,8.15, , , , , , , , , 
2022-04-16 00:30:00,76.66,-85.39,8.15, , , , , , , , , 
2022-04-16 00:45:00,76.66,-85.32,8.15, , , , , , , , , 
2022-04-16 01:00:00,76.66,-85.27,8.15, , , , , , , , , 
2022-04-16 01:15:00,76.66,-85.22,8.15, , , , , , , , , 
2022-04-16 01:30:00,76.62,-85.14,8.15, , , , , , , , , 
2022-04-16 01:45:00,76.66,-85.16,8.15, , , , , , , , , 
2022-04-16 02:00:00,76.62,-85.02,8.14, , , , , , , , , 
2022-04-16 02:15:00,76.62,-84.92,8.14, , , , , , , , , 
2022-04-16 02:30:00,76.66,-84.88,8.14, , , , , , , , , 
2022-04-16 02:45:00,76.62,-84.85,8.14, , , , , , , , , 
2022-04-16 03:00:00,76.62,-84.83,8.14, , , , , , , , , 
2022-04-16 03:15:00,76.62,-84.80,8.14, , , , , , , , , 
2022-04-16 03:30:00,76.62,-84.66,8.14, , , , , , , , , 
2022-04-16 03:45:00,76.62,-84.57,8.14, , , , , , , , , 
2022-04-16 04:00:00,76.66,-84.53,8.14, , , , , , , , , 
2022-04-16 04:15:00,76.66,-84.49,8.13, , , , , , , , , 
2022-04-16 04:30:00,76.66,-82.17,8.09, , , , , , , , , 
2022-04-16 04:45:00,76.62,-83.25,8.11, , , , , , , , , 
2022-04-16 05:00:00,76.62,-83.69,8.12, , , , , , , , , 
2022-04-16 05:15:00,76.66,-83.89,8.12, , , , , , , , , 
2022-04-16 05:30:00,76.66,-83.96,8.12, , , , , , , , , 
2022-04-16 05:45:00,76.62,-84.03,8.13, , , , , , , , , 
2022-04-16 06:00:00,76.62,-84.11,8.13, , , , , , , , , 
2022-04-16 06:15:00,76.62,-84.19,8.13, , , , , , , , , 
2022-04-16 06:30:00,76.62,-84.14,8.13, , , , , , , , , 
2022-04-16 06:45:00,76.66,-84.25,8.13, , , , , , , , , 
2022-04-16 07:00:00,76.66,-84.24,8.13, , , , , , , , , 
2022-04-16 07:15:00,76.62,-84.30,8.13, , , , , , , , , 
2022-04-16 07:30:00,76.66,-84.35,8.13, , , , , , , , , 
2022-04-16 07:45:00,76.62,-84.36,8.13, , , , , , , , , 
2022-04-16 08:00:00,76.66,-84.47,8.13, , , , , , , , , 
2022-04-16 08:15:00,76.75,-84.55,8.14, , , , , , , , , 
2022-04-16 08:30:00,76.75,-84.72,8.14, , , , , , , , , 
2022-04-16 08:45:00,76.79,-84.75,8.14, , , , , , , , , 
2022-04-16 09:00:00,76.83,-84.96,8.14, , , , , , , , , 
2022-04-16 09:15:00,76.92,-85.07,8.14, , , , , , , , , 
2022-04-16 09:30:00,76.96,-85.61,8.15, , , , , , , , , 
2022-04-16 09:45:00,77.01,-85.91,8.16, , , , , , , , , 
2022-04-16 10:00:00,77.14,-87.07,8.18, , , , , , , , , 
2022-04-16 10:15:00,77.23,-87.53,8.19, , , , , , , , , 
2022-04-16 10:30:00,77.27,-88.05,8.20, , , , , , , , , 
2022-04-16 10:45:00,77.36,-88.50,8.21, , , , , , , , , 
2022-04-16 11:00:00,77.40,-88.63,8.21, , , , , , , , , 
2022-04-16 11:15:00,77.40,-88.47,8.21, , , , , , , , , 
2022-04-16 11:30:00,77.40,-88.33,8.20, , , , , , , , , 
2022-04-16 11:45:00,77.49,-88.96,8.21, , , , , , , , , 
2022-04-16 12:00:00,77.44,-88.71,8.21, , , , , , , , , 
2022-04-16 12:15:00,77.49,-89.28,8.22, , , , , , , , , 
2022-04-16 12:30:00,77.49,-89.33,8.22, , , , , , , , , 
2022-04-16 12:45:00,77.49,-89.72,8.23, , , , , , , , , 
2022-04-16 13:00:00,77.49,-89.60,8.23, , , , , , , , , 
2022-04-16 13:15:00,77.49,-89.35,8.22, , , , , , , , , 
2022-04-16 13:30:00,77.44,-89.30,8.22, , , , , , , , , 
2022-04-16 13:45:00,77.44,-89.08,8.22, , , , , , , , , 
2022-04-16 14:00:00,77.40,-89.05,8.22, , , , , , , , , 
2022-04-16 14:15:00,77.44,-89.36,8.22, , , , , , , , , 
2022-04-16 14:30:00,77.40,-89.11,8.22, , , , , , , , , 
2022-04-16 14:45:00,77.36,-88.91,8.21, , , , , , , , , 
2022-04-16 15:00:00,77.36,-89.10,8.22, , , , , , , , , 
2022-04-16 15:15:00,77.31,-89.11,8.22, , , , , , , , , 
2022-04-16 15:30:00,77.31,-88.60,8.21, , , , , , , , , 
2022-04-16 15:45:00,77.27,-88.14,8.20, , , , , , , , , 
2022-04-16 16:00:00,77.23,-87.86,8.20, , , , , , , , , 
2022-04-16 16:15:00,77.18,-88.39,8.21, , , , , , , , , 
2022-04-16 16:30:00,77.14,-88.39,8.21, , , , , , , , , 
2022-04-16 16:45:00,77.14,-88.19,8.20, , , , , , , , , 
2022-04-16 17:00:00,77.09,-87.78,8.19, , , , , , , , , 
2022-04-16 17:15:00,77.09,-87.44,8.19, , , , , , , , , 
2022-04-16 17:30:00,77.09,-87.71,8.19, , , , , , , , , 
2022-04-16 17:45:00,77.05,-87.63,8.19, , , , , , , , , 
2022-04-16 18:00:00,77.05,-87.53,8.19, , , , , , , , , 
2022-04-16 18:15:00,77.05,-87.13,8.18, , , , , , , , , 
2022-04-16 18:30:00,77.01,-86.83,8.18, , , , , , , , , 
2022-04-16 18:45:00,77.01,-86.71,8.17, , , , , , , , , 
2022-04-16 19:00:00,77.01,-86.25,8.17, , , , , , , , , 
2022-04-16 19:15:00,76.96,-86.03,8.16, , , , , , , , , 
2022-04-16 19:30:00,76.96,-85.92,8.16, , , , , , , , , 
2022-04-16 19:45:00,76.96,-85.92,8.16, , , , , , , , , 
2022-04-16 20:00:00,76.96,-85.85,8.16, , , , , , , , , 
